K-GBA-0001	迫ってくる物に狙いを定め、正確なタイミングで拳を突き出して打ち返す	built
K-GBA-0002	生えてくる毛を、音の合図に合わせてピンセットでつまみ抜く	built
K-GBA-0003	一定のリズムで足踏みを続け、隊列を乱さない	built
K-GBA-0004	飛んでくる物の種類を見極め、タイミングよく打ち返す動作を繰り返す	built
K-GBA-0005	振ってくる球にタイミングよくバットを合わせて打ち返す	built
K-GBA-0006	複数人で息を合わせ、合図のタイミングで何かを叩き割る動作を繰り返す	built
K-GBA-0007	迫ってくる攻撃に合わせて、しゃがむか跳ぶかを選んでかわす	built
K-GBA-0008	相手の動きを見て、同じ振り付けを一拍遅れてなぞる	built
K-GBA-0009	決まった振り付けを、音頭のリズムに合わせて同じ動きでなぞる	built
K-GBA-0010	一定のリズムで跳び続け、着地のタイミングを合わせる	built
K-GBA-0011	合図の音に合わせて筆を一気に引き、まっすぐな線を書く	built
K-GBA-0012	相手のフレーズを聞いた直後に、同じリズムで言葉を返す	built
K-GBA-0013	止まった虫を、動き出す前にタイミングよく叩く	built
K-GBA-0014	投げ上げた物が落ちてくる瞬間に合わせて次へ送る	built
K-GBA-0015	出題の合図に合わせて、手を挙げて答える動作のタイミングを合わせる	built
K-GBA-0016	三拍子のリズムに合わせて杖を振り、魔法をかける動作を行う	built
K-GBA-0017	一定の歩調で歩き、物音の合図に合わせて足を止める	built
K-GBA-0018	複数の異なるリズムが同時に鳴る中、指定された一つに合わせて手を叩く	built
K-GBA-0019	合図に合わせて玉を高く放り上げ、的に入れる	built
K-GBA-0020	これまでの複数の合図が入り混じって出る中、それぞれに正しく反応する	built
K-GBA-0021	音の流れに合わせて弓を引く動作のタイミングを合わせる	built
K-GBA-0022	飛んでくる物を、刀を振るタイミングを合わせて斬る	built
K-GBA-0023	一定のリズムでよじ登る動作を続け、途中の障害を避ける	built
K-GBA-0024	より複雑な音頭に合わせて、決まった振り付けを同じ動きでなぞる	built
K-GBA-0025	相手のフレーズを聞いた直後に、より長いリズムで正確に言葉を返す	built
K-GBA-0026	攻撃の種類が増える中、しゃがむか跳ぶかを正しく使い分けてかわす	built
K-GBA-0027	複数の異なるリズムが重なる中、指定されたリズムだけを聞き分けて手を叩く	built
K-GBA-0028	より速いテンポで、息を合わせて何かを叩き割る動作を繰り返す	built
K-GBA-0029	隊列を組んで足踏みを続け、合図で方向転換のタイミングを合わせる	built
K-GBA-0030	より速いテンポで、生えてくる毛をピンセットで抜き取る	built
K-GBA-0031	複数の動作の合図が次々に切り替わる中、それぞれに正しいタイミングで反応する	built
K-DS-0001	流れてくる箱に、合図のタイミングで部品を入れる操作を繰り返す	built
K-DS-0002	自分の番が回ってきた瞬間に合わせて声を出す動作を行う	built
K-DS-0003	弾ませている玉を、リズムに合わせて弾き続ける	built
K-DS-0004	打ち返してくる球に合わせて道具を振り、リズムよく打ち返す	built
K-DS-0005	順番に現れる的を、出現のタイミングに合わせて撃つ	built
K-DS-0006	羽ばたくタイミングに合わせて合図を送り、隊列を保たせる	built
K-DS-0007	前の歌い終わりに続けて、自分の番の歌声を合図に合わせて出す	built
K-DS-0008	一定のリズムで道具を振り下ろし、地面を耕す動作を続ける	built
K-DS-0009	跳び上がった一番高い瞬間にシャッターを切る	built
K-DS-0010	合図に合わせて息を合わせ、決まったタイミングで飛び込む	built
K-DS-0011	曲に合わせて弦をかき鳴らす動作のタイミングを合わせる	built
K-DS-0012	迫ってくる攻撃を、しゃがむ・跳ぶ・斬るで正しいタイミングでかわす	built
K-DS-0013	曲のリズムに合わせて太鼓を叩く動作を続ける	built
K-DS-0014	相手の合図に応えて、正しいタイミングで鳴き返す	built
K-DS-0015	一定の音に合わせて棒を打ち下ろす動作を繰り返す
K-X-0006	得点が上がる区間で、より密集した音符を叩き続ける
K-X-0007	落ちてくる音符に合わせて5つの鍵盤を押す
K-X-0008	落ちてくる音符に合わせて7つの鍵盤を押し、合間に円盤を回す
K-X-0009	落ちてくる音符に合わせて9個のボタンを押し分ける
K-X-0010	落ちてくる音符に合わせて5個のボタンを押し分ける
K-X-0011	落ちてくる矢印に合わせて4方向のパネルを足で踏む
K-X-0012	落ちてくる矢印に合わせて8方向のパネルを足で踏み分ける
K-X-0013	矢印が伸びている間、パネルを踏みっぱなしで保持する
K-X-0014	手本の掛け声を聞いた直後に、同じ順番でボタンを繰り返す
K-X-0015	決められた型を崩し、自分なりのタイミングで自由に応える
K-X-0016	手本のフレーズを聞いた直後に、同じ操作順で弾き返す
K-X-0017	迫ってくる障害物の形に合わせて跳ぶ・くぐる・避けるを切り替える
K-X-0018	流す曲に合わせて生成される障害物を、形に応じて跳ぶ・くぐる・避けるで越える
K-X-0019	順番に現れる円を、広がりきる瞬間にタップする
K-X-0020	現れた線をなぞって指でスライドさせる
K-X-0021	現れた円形の的を、時間内にできるだけ多く回してなぞる
K-X-0022	流れてくる音符に合わせて自分のパートのボタンを押す
K-X-0023	他の演奏者と合わせて、自分のパートを決まったタイミングで演奏する
K-X-0024	手本の動きを見た直後に、同じ順番で入力して真似る
K-X-0025	問いかけられた直後に、間を置かずに声で答える
K-X-0026	流れてくる音符に合わせてボタンを押しながら弦を弾く
K-X-0027	隣同士で一つの太鼓を分担し、それぞれの音符を叩き分ける
K-X-0028	同じ譜面を相手と同時に叩き、正確さで得点を競う
K-X-0029	流れてくる音符に合わせてボタンを押しつつ、曲線部分ではつまみを回す
K-X-0030	円形の枠の外側から迫る音符を、タイミングよくタッチして弾く
K-X-0031	円周に沿って伸びてくる音符を、指でなぞってスライドさせる
K-X-0032	画面上空に手をかざし、音符が来た高さに合わせて手を上下させる
K-X-0033	光る場所に合わせて指を左右にスライドさせる
K-X-0034	光るマスを、光った瞬間にタッチする
K-X-0035	伸びてくる光の線に合わせてタップとホールドを切り替える
K-X-0036	二人で伸びてくる光の線を分担してタップする
K-X-0037	目を閉じたまま、音だけを頼りに正しいタイミングでボタンを押す
K-X-0038	画面を見ずに、音の鳴るタイミングだけを頼りにボタンを押す
K-X-0039	一瞬だけ見えた音符の並びを覚え、消えた後もそのタイミングで押す
