A2600	condor attack	Shoot'em Up
A2600	confrontation	Strategy
A2600	congo bongo	Platform
A2600	cookie monster munch	Educational
A2600	cosmic ark	Shooter
A2600	cosmic commuter	Action
A2600	cosmic creeps	Action
A2600	cosmic swarm	Shooter
A2600	crack'ed	Action
A2600	crackpots	Shoot'em Up
A2600	crazy climber	Action
A2600	crash dive	Action
A2600	cross force	Action
A2600	crossbow	Action
A2600	crypts of chaos	Action
A2600	cubicolor	Strategy
A2600	crystal castles	Action
A2600	dancing plate	Strategy
A2600	dark cavern	Action
A2600	custer's revenge	Action
A2600	dark chambers	Action
A2600	deadly duck	Shooter
A2600	death trap	Strategy
A2600	demolition herby	Action
A2600	defender	Action
A2600	demons to diamonds	Shooter
A2600	depth charge	Shoot'em Up
A2600	demon attack	Action
A2600	desert falcon	Action
A2600	dice puzzle	Puzzle
A2600	dig dug	Action
A2600	dishaster	Strategy
A2600	dodge 'em ~ dodger cars	Racing
A2600	dodge 'em	Racing
A2600	dolphin	Action
A2600	donald duck's speedboat	Action
A2600	donkey kong	Platform
A2600	donkey kong junior	Platform
A2600	double dragon	Beat'em Up
A2600	dragonfire	Action
A2600	double dunk	Sports
A2600	dragon defender	Shoot'em Up
A2600	dragonstomper	Role-playing (RPG)
A2600	dukes of hazzard	Racing
A2600	dragster	Racing
A2600	e.t. - the extra-terrestrial	Action
A2600	dune	Strategy
A2600	dumbo's flying circus	Adventure
A2600	earth dies screaming, the	Shooter
A2600	eggomania	Action
A2600	elevator action	Platform
A2600	elk attack	Action
A2600	eli's ladder	Educational
A2600	encounter at l-5	Shooter
A2600	entombed	Strategy
A2600	entity, the	Role-playing (RPG)
A2600	escape from the mindmaster	Action
A2600	enduro	Racing
A2600	espial	Shooter
A2600	exocet	Action
A2600	extra terrestrials	Strategy
A2600	farmyard fun	Action
A2600	fast eddie	Platform
A2600	fast food	Action
A2600	fantastic voyage	Action
A2600	fatal run	Racing
A2600	fathom	Action
A2600	final approach	Strategy
A2600	fire fighter	Action
A2600	fire fly	Action
A2600	fire spinner	Action
A2600	flag capture ~ capture	Strategy
A2600	flash gordon	Shooter
A2600	football	Sports
A2600	fireball	Action
A2600	fishing derby	Hunting and Fishing
A2600	forest	Action
A2600	frankenstein's monster	Platform
A2600	frisco	Action
A2600	freeway	Action
A2600	frogger	Action
A2600	frogger ii - threeedeep!	Action
A2600	frog pond	Action
A2600	frogs and flies	Action
A2600	front line	Action
A2600	frostbite	Action
A2600	funky fish	Action
A2600	g.i. joe - cobra strike	Shoot'em Up
A2600	galaxian	Shoot'em Up
A2600	gangster alley	Action
A2600	gamma-attack	Action
A2600	garfield	Platform
A2600	gas hog	Shooter
A2600	gauntlet	Action
A2600	ghost manor	Action
A2600	ghostbusters ii	Action
A2600	ghostbusters	Action
A2600	glib - video word game	Strategy
A2600	gigolo	Action
A2600	go fish!	Action
A2600	glacier patrol	Action
A2600	golf	Sports
A2600	gopher	Action
A2600	gorf	Action
A2600	gravitar	Shooter
A2600	grand prix	Racing
A2600	gremlins	Action
A2600	grover's music maker	Various
A2600	guardian	Action
A2600	great escape	Shoot'em Up
A2600	h.e.r.o.	Action
A2600	gyruss	Shoot'em Up
A2600	halloween	Action
A2600	halo 2600	Shoot'em Up
A2600	harem	Various
A2600	hangman ~ spelling	Strategy
A2600	haunted house	Adventure
A2600	hell driver	Racing
A2600	hole hunter	Action
A2600	holey moley	Action
A2600	home run ~ baseball	Sports
A2600	human cannonball ~ cannon man	Strategy
A2600	i.q. 180	Puzzle
A2600	i.q. memory teaser	Puzzle
A2600	i want my mommy	Action
A2600	ice hockey	Sports
A2600	ikari warriors	Action
A2600	immies & aggies	Shoot'em Up
A2600	infiltrate	Platform
A2600	indy 500 ~ race	Racing
A2600	inv+	Action
A2600	international soccer	Sports
A2600	iq 180	Puzzle
A2600	james bond 007	Action
A2600	jawbreaker	Action
A2600	ixion	Shoot'em Up
A2600	joust	Action
A2600	journey escape	Action
A2600	jungle fever	Action
A2600	jr. pac-man	Action
A2600	jungle hunt	Platform
A2600	kabobber	Action
A2600	kamikaze saucers	Shoot'em Up
A2600	kaboom!	Action
A2600	kangaroo	Action
A2600	karate	Sports
A2600	keystone kapers	Action
A2600	killer satellites	Action
A2600	klax	Strategy
A2600	king kong	Action
A2600	kool-aid man	Action
A2600	knight on the town	Action
A2600	krull	Action
A2600	kung-fu master	Action
A2600	kyphus	Action
A2600	laaser voley	Action
A2600	lady in wading	Various
A2600	laser gates	Action
A2600	laser blast	Action
A2600	lasercade	Shoot'em Up
A2600	lilly adventure	Platform
A2600	lochjaw	Action
A2600	lock 'n' chase	Action
A2600	london blitz	Strategy
A2600	looping	Action
A2600	lord of the rings, the - journey to rivendell	Platform
A2600	lost luggage	Action
A2600	m.a.s.h	Action
A2600	magicard	Various
A2600	m.a.d.	Action
A2600	mangia'	Action
A2600	malagai	Action
A2600	marine wars	Action
A2600	mario bros.	Platform
A2600	marauder	Action
A2600	masters of the universe - the power of he-man	Action
A2600	maze craze - a game of cops 'n robbers ~ maze mania - a game of cops 'n robbers	Action
A2600	math gran prix	Racing
A2600	master builder	Action
A2600	mcdonald's - golden arches adventure	Action
A2600	mega force	Action
A2600	megaboy	Educational
A2600	meltdown	Puzzle
A2600	mein weg	Action
A2600	megamania - a space nightmare	Action
A2600	midnight magic	Various
A2600	millipede	Shooter
A2600	mind maze	Educational
A2600	miner 2049er - starring bounty bob	Action
A2600	mines of minos	Strategy
A2600	miner 2049er volume ii	Action
A2600	miniature golf ~ arcade golf	Sports
A2600	miss piggy's wedding	Action
A2600	missile command	Action
A2600	missile war ~ astro war	Shoot'em Up
A2600	missile control	Action
A2600	mission 3,000 a.d.	Action
A2600	mogul maniac	Sports
A2600	mission survive	Shoot'em Up
A2600	montezuma's revenge - featuring panama joe	Action
A2600	moonsweeper	Action
A2600	moon patrol	Action
A2600	motocross racer	Racing
A2600	motocross	Racing
A2600	motorodeo	Racing
A2600	mountain king	Platform
A2600	mouse trap	Action
A2600	mr. do!	Action
A2600	mr. postman	Platform
A2600	mr. do!'s castle	Action
A2600	music machine, the	Educational
A2600	my golf	Sports
A2600	ms. pac-man	Action
A2600	mysterious thief, a	Platform
A2600	name this game	Action
A2600	night driver	Racing
A2600	nightmare	Platform
A2600	no escape!	Action
A2600	nuts	Shoot'em Up
A2600	o monstro marinho	Action
A2600	obelix	Action
A2600	off the wall	Action
A2600	omega race	Action
A2600	oink!	Action
A2600	open sesame	Action
A2600	off your rocker	Action
A2600	official frogger, the	Action
A2600	oscar's trash race	Racing
A2600	out of control	Racing
A2600	outlaw	Action
A2600	othello	Board
A2600	oystron	Action
A2600	outlaw ~ gunslinger	Action
A2600	pac-man	Action
A2600	panda chase	Action
A2600	parachute	Racing
A2600	pete rose baseball	Sports
A2600	party mix	Action
A2600	pengo	Action
A2600	peek-a-boo	Educational
A2600	peter penguin	Action
A2600	phantom tank	Action
A2600	phantom ufo	Action
A2600	phoenix	Action
A2600	pharaoh's curse	Action
A2600	pick up	Action
A2600	pick 'n' pile	Puzzle
A2600	phaser patrol	Shooter
A2600	piece o' cake	Action
A2600	picnic	Action
A2600	pigs in space - starring miss piggy	Action
A2600	pitfall ii - lost caverns	Platform
A2600	planet of the apes	Action
A2600	pizza chef	Action
A2600	pitfall! - pitfall harry's jungle adventure	Platform
A2600	planet patrol	Action
A2600	pleiades	Action
A2600	polaris	Action
A2600	plaque attack	Educational
A2600	polo	Sports
A2600	pole position	Racing
A2600	pooyan	Shooter
A2600	popeye	Action
A2600	porky's	Action
A2600	pressure cooker	Action
A2600	private eye	Action
A2600	pygmy	Action
A2600	q-bert	Action
A2600	q-bert's qubes	Action
A2600	quadrun	Action
A2600	quick step!	Action
A2600	quest for quintana roo	Adventure
A2600	rabbit transit	Action
A2600	radar	Shoot'em Up
A2600	racing car	Racing
A2600	racquetball	Sports
A2600	radar lock	Action
A2600	raft rider	Action
A2600	raiders of the lost ark	Adventure
A2600	raumpatrouille	Shoot'em Up
A2600	reactor	Action
A2600	rampage!	Action
A2600	ram it	Action
A2600	realsports baseball	Sports
A2600	realsports basketball	Sports
A2600	realsports boxing	Sports
A2600	realsports tennis	Sports
A2600	realsports soccer	Sports
A2600	realsports football	Sports
A2600	red sea crossing	Action
A2600	rescue terra i	Action
A2600	realsports volleyball	Sports
A2600	revenge of the beefsteak tomatoes	Action
A2600	riddle of the sphinx	Adventure
A2600	river patrol	Action
A2600	robin hood	Action
A2600	river raid	Action
A2600	river raid ii	Action
A2600	road runner	Racing
A2600	robot tank	Action
A2600	roc 'n rope	Action
A2600	room of doom	Action
A2600	rocky & bullwinkle	Action
A2600	rubik's cube	Puzzle
A2600	rubik's cube 3-d	Puzzle
A2600	rush hour	Racing
A2600	s.a.c. alert	Action
A2600	saboteur	Action
A2600	save our ship	Action
A2600	save mary!	Action
A2600	save the whales	Action
A2600	sea battle	Strategy
A2600	sea hawk	Shoot'em Up
A2600	sea hunt ~ scuba diver	Adventure
A2600	sea monster	Action
A2600	seaquest	Action
A2600	seahawk	Shoot'em Up
A2600	secret agent	Action
A2600	secret quest	Action
A2600	sentinel	Action
A2600	shootin' gallery	Shoot'em Up
A2600	shooting arcade	Lightgun Shooter
A2600	shuttle orbiter	Simulation
A2600	sinistar	Shoot'em Up
A2600	sir lancelot	Action
A2600	skate boardin'	Sports
A2600	skeet shoot	Action
A2600	ski run	Sports
A2600	ski hunt	Sports
A2600	skiing	Sports
A2600	skindiver	Action
A2600	sky alien ~ assault	Shoot'em Up
A2600	sky diver ~ dare diver	Action
A2600	sky jinks	Racing
A2600	sky skipper	Action
A2600	sky patrol	Simulation
A2600	slot machine ~ slots	Gambling
A2600	slot racers ~ maze	Action
A2600	smurf - rescue in gargamel's castle	Platform
A2600	smurfs save the day	Educational
A2600	snail against squirrel	Platform
A2600	snoopy and the red baron	Action
A2600	sneak 'n peek	Puzzle
A2600	snow white and the seven dwarfs	Adventure
A2600	solar fox	Action
A2600	solaris	Action
A2600	solar storm	Action
A2600	sorcerer	Action
A2600	sorcerer's apprentice	Action
A2600	space attack	Simulation
A2600	space cavern	Action
A2600	space shuttle - a journey into space	Simulation
A2600	space invaders	Shooter
A2600	space jockey	Action
A2600	space tunnel	Shoot'em Up
A2600	spacechase	Action
A2600	space war ~ space combat	Simulation
A2600	spacemaster x-7	Strategy
A2600	spider fighter	Action
A2600	spider maze	Platform
A2600	spider-man	Action
A2600	spinning fireball	Action
A2600	spike's peak	Action
A2600	spitfire attack	Action
A2600	springer	Platform
A2600	sprint master	Racing
A2600	squeeze box	Action
A2600	spy hunter	Racing
A2600	squirrel ~ o esquilo	Platform
A2600	sssnake	Action
A2600	star fox	Action
A2600	stampede	Action
A2600	star raiders	Strategy
A2600	star trek - strategic operations simulator	Action
A2600	star strike	Action
A2600	star voyager	Action
A2600	star ship ~ outer space	Action
A2600	star wars - jedi arena	Action
A2600	star wars - return of the jedi - death star battle	Action
A2600	star wars - return of the jedi - ewok adventure	Shoot'em Up
A2600	star wars - the empire strikes back	Action
A2600	star wars - the arcade game	Action
A2600	stargate	Shooter
A2600	stargunner	Shoot'em Up
A2600	starmaster	Action
A2600	steeplechase	Sports
A2600	stone age	Action
A2600	stellar track	Strategy
A2600	strawberry shortcake - musical match-ups	Strategy
A2600	stronghold	Shoot'em Up
A2600	strategy x	Action
A2600	stunt man	Platform
A2600	stunt cycle	Racing
A2600	street racer ~ speedway ii	Racing
A2600	submarine commander	Simulation
A2600	sub-scan	Shoot'em Up
A2600	subterranea	Action
A2600	suicide mission	Action
A2600	super baseball	Sports
A2600	summer games	Sports
A2600	super breakout	Action
A2600	super cobra	Shoot'em Up
A2600	super football	Sports
A2600	superman	Adventure
A2600	super challenge baseball	Sports
A2600	super challenge football	Sports
A2600	surfer's paradise - but danger below!	Sports
A2600	surf's up	Sports
A2600	surround ~ chase	Action
A2600	survival island	Adventure
A2600	survival run	Action
A2600	sweat! the decathlon game	Sports
A2600	swordfight	Action
A2600	sword of saros	Adventure
A2600	swordquest - earthworld	Adventure
A2600	swordquest - fireworld	Adventure
A2600	swordquest - waterworld	Adventure
A2600	tac-scan	Action
A2600	tanks but no tanks	Shoot'em Up
A2600	tapeworm	Action
A2600	tapper	Action
A2600	tax avoiders	Action
A2600	telepathy	Action
A2600	taz	Action
A2600	tempest	Shoot'em Up
A2600	texas chainsaw massacre, the	Action
A2600	threshold	Action
A2600	tennis	Sports
A2600	thunderground	Action
A2600	thwocker	Action
A2600	time pilot	Action
A2600	time warp	Shooter
A2600	title match pro wrestling	Sports
A2600	tomarc the barbarian	Action
A2600	tomcat - the f-14 fighter simulator	Simulation
A2600	tooth protectors	Action
A2600	towering inferno	Action
A2600	track and field	Sports
A2600	treasure below	Action
A2600	treasure island	Shoot'em Up
A2600	trick shot	Sports
A2600	tunnel de l'espace, le	Shoot'em Up
A2600	tron - deadly discs	Action
A2600	tunnel runner	Action
A2600	turmoil	Action
A2600	tutankham	Action
A2600	universal chaos	Action
A2600	up 'n down	Racing
A2600	vanguard	Action
A2600	venetian blinds demo	Demo
A2600	venture	Action
A2600	vault assault	Action
A2600	video checkers ~ checkers	Board
A2600	video chess	Board
A2600	video jogger	Action
A2600	video life	Simulation
A2600	video olympics ~ pong sports	Action
A2600	video pinball ~ arcade pinball	Pinball
A2600	video reflex	Action
A2600	vogel flieh	Action
A2600	wabbit	Action
A2600	wall ball	Action
A2600	wall break	Shoot'em Up
A2600	walker ~ schussel, der polizistenschreck	Platform
A2600	wall-defender	Action
A2600	warlords	Action
A2600	warplock	Action
A2600	wing war	Action
A2600	winter games	Sports
A2600	wizard	Action
A2600	wizard of wor	Action
A2600	word zapper	Action
A2600	words-attack	Shooter
A2600	world end	Shoot'em Up
A2600	x-man	Action
A2600	worm war i	Action
A2600	xevious	Shooter
A2600	xenophobe	Action
A2600	unreleased prototype but nearly 100% finished version	Shooter
A2600	yars' revenge	Shoot'em Up
A2600	zaxxon	Shoot'em Up
A2600	zoo fun	Platform
A2600	z-tack	Action
DS	advance wars - days of ruin	Strategy
DS	advance wars - dual strike	Strategy
DS	age of empires - the age of kings	Strategy
DS	animal crossing - wild world	Simulation
DS	asphalt - urban gt	Racing
DS	bomberman	Action
DS	bomberman land touch!	Puzzle
DS	castlevania - dawn of sorrow	Action
DS	castlevania - portrait of ruin	Platform
DS	chrono trigger	Role-playing (RPG)
DS	contra 4	Shooter
DS	dk - jungle climber	Platform
DS	dragon quest heroes - rocket slime	Action
DS	dragon quest ix - sentinels of the starry skies	Role-playing (RPG)
DS	elite beat agents	Music
DS	grand theft auto - chinatown wars	Action
DS	kirby - canvas curse	Platform
DS	legend of zelda, the - phantom hourglass	Action
DS	legend of zelda, the - spirit tracks	Action
DS	lunar knights	Role-playing (RPG)
DS	madagascar	Platform
DS	mario & luigi - partners in time	Role-playing (RPG)
DS	mario kart ds	Racing
DS	mario vs. donkey kong 2 - march of the minis	Puzzle
DS	meteos	Puzzle
DS	need for speed - underground 2	Racing
DS	new super mario bros.	Platform
DS	phoenix wright - ace attorney	Adventure
DS	planet puzzle league	Puzzle
DS	pokemon dash	Racing
DS	professor layton and the curious village	Puzzle
DS	professor layton and the unwound future	Puzzle
DS	sonic rush	Platform
DS	sonic rush adventure	Platform
DS	spider-man 2	Action
DS	spider-man 3	Action
DS	star wars - episode iii - revenge of the sith	Action
DS	super mario 64 ds	Platform
DS	tony hawk's american sk8land	Sports
DS	tony hawk's downhill jam	Sports
DS	warioware - touched!	Action
DS	worms - open warfare	Strategy
DS	worms - open warfare 2	Strategy
DS	yoshi touch & go	Platform
DS	yu-gi-oh! - nightmare troubadour	Card
FC	'89 dennou kyuusei uranai	Simulation
FC	10-yard fight	Sports
FC	100 man dollar kid - maboroshi no teiou hen	Gambling
FC	1942	Shoot'em Up
FC	1943	Shoot'em Up
FC	1943 - the battle of midway	Shoot'em Up
FC	1991 du ma racing	Sports with Animals
FC	1943 - the battle of valhalla	Shoot'em Up
FC	2 in 1 geminim-siamond	Puzzle
FC	1999 - hore, mitakotoka! seikimatsu	Board
FC	2010 street fighter	Platform
FC	2048	Puzzle
FC	3 in 1 supergun	Shooter
FC	3-d worldrunner	Shoot'em Up
FC	3d block	Puzzle
FC	4 nin uchi mahjong	Board
FC	720 degrees	Sports
FC	8 eyes	Adventure
FC	a ressha de ikou	Simulation
FC	aa yakyuu jinsei icchokusen	Board
FC	abadox	Shoot'em Up
FC	abadox - the deadly inner war	Shoot'em Up
FC	aces - iron eagle iii	Simulation
FC	abarenbou tengu	Shoot'em Up
FC	action 52	Compilation
FC	action 53 function 16 - volume one	Compilation
FC	action 53 vol. 3 - revenge of the twins	Compilation
FC	action 53 vol. 4 - actually 54	Compilation
FC	action in new york	Shoot'em Up
FC	addams family, the	Platform
FC	addams family, the - pugsley's scavenger hunt	Platform
FC	advanced dungeons & dragons - dragons of flame	Role-playing (RPG)
FC	addams family, the - uncle fester's quest	Shooter
FC	advanced dungeons & dragons - dragonstrike	Shooter
FC	advanced dungeons & dragons - heroes of the lance	Role-playing (RPG)
FC	advanced dungeons & dragons - hillsfar	Role-playing (RPG)
FC	advanced dungeons & dragons - pool of radiance	Role-playing (RPG)
FC	adventure	Platform
FC	adventure island	Platform
FC	adventure island classic	Platform
FC	adventure island 3	Platform
FC	adventure island ii	Platform
FC	adventure island iii	Platform
FC	adventure island part ii, the	Platform
FC	adventures in the magic kingdom	Platform
FC	adventures of bayou billy, the	Beat'em Up
FC	adventures of dino riki	Shoot'em Up
FC	adventures of gilligan's island, the	Adventure
FC	adventures of dr. franken, the	Platform
FC	adventures of lex and grim, the	Adventure
FC	adventures of lolo	Strategy
FC	adventures of lolo 2	Strategy
FC	adventures of lolo 3	Strategy
FC	adventures of lolo ii	Strategy
FC	adventures of panzer, the	Platform
FC	adventures of rad gravity, the	Platform
FC	adventures of rocky and bullwinkle and friends, the	Platform
FC	adventures of tom sawyer	Platform
FC	after burner	Shooter
FC	ai sensei no oshiete - watashi no hoshi	Simulation
FC	aigina no yogen - balubalouk no densetsu yori	Adventure
FC	air fortress	Shoot'em Up
FC	airball	Puzzle
FC	airwolf	Shooter
FC	akira	Adventure
FC	akagawa jirou no yuurei ressha	Adventure
FC	akuma no shoutaijou	Adventure
FC	akuma-kun - makai no wana	Role-playing (RPG)
FC	akumajou densetsu	Platform
FC	akumajou dracula	Action
FC	akumajou special - boku dracula-kun	Adventure
FC	al unser jr. turbo racing	Action
FC	aladdin	Platform
FC	alex demeo's race america	Racing
FC	alfombra magica, la	Shoot'em Up
FC	alfonzo's arctic adventure	Action
FC	alfred chicken	Platform
FC	alien 3	Platform
FC	alien syndrome	Shooter
FC	all-pro basketball	Sports
FC	alpha mission	Shoot'em Up
FC	alter ego	Puzzle
FC	amagon	Platform
FC	america daitouryou senkyo	Strategy
FC	america oudan ultra quiz - shijou saidai no tatakai	Simulation
FC	american dream	Adventure
FC	american football - touchdown fever	Sports
FC	american gladiators	Sports
FC	angry birds	Puzzle
FC	ankoku shinwa - yamato takeru densetsu	Adventure
FC	anticipation	Quiz
FC	ao	Strategy
FC	aoki ookami to shiroki mejika - genchou hishi	Strategy
FC	aoki ookami to shiroki mejika - genghis khan	Strategy
FC	arcadia vi	Sports
FC	arabian dream scheherazade	Role-playing (RPG)
FC	arch rivals - a basketbrawl!	Sports
FC	archon	Strategy
FC	arctic	Strategy
FC	arctic adventure - penguin & seal	Puzzle
FC	argos no senshi	Platform
FC	argos no senshi - hachamecha daishingeki	Platform
FC	argus	Shoot'em Up
FC	arkanoid	Action
FC	arkanoid ii	Action
FC	arkista's ring	Role-playing (RPG)
FC	armadillo	Adventure
FC	artelius	Role-playing (RPG)
FC	asmik-kun land	Action
FC	aso - armored scrum object	Shoot'em Up
FC	assimilate	Shooter
FC	asterix	Platform
FC	astro fang - super machine	Racing
FC	astro robo sasa	Action
FC	astyanax	Adventure
FC	athena	Platform
FC	athletic world	Sports
FC	atlantis no nazo	Adventure
FC	attack animal gakuen	Shooter
FC	attack of the killer tomatoes	Platform
FC	auto-upturn	Puzzle
FC	aussie rules footy	Sports
FC	av hanafuda club	Adult
FC	av kyuukyoku mahjong 2	Gambling
FC	av mahjong club	Board
FC	av mei shao nv zhan shi	Fighting
FC	av pachi-slot	Gambling
FC	av poker	Gambling
FC	av super real pachinko	Gambling
FC	av soccer	Sports
FC	b-wings	Shoot'em Up
FC	babel no tou	Platform
FC	baby boomer	Lightgun Shooter
FC	back to the future	Adventure
FC	back to the future part ii & iii	Adventure
FC	bad dudes	Beat'em Up
FC	bad dudes vs. dragon ninja	Beat'em Up
FC	bad street brawler	Beat'em Up
FC	bad news baseball	Sports
FC	baken hisshou gaku - gate in	Sports with Animals
FC	bakushou! star monomane shitennou	Strategy
FC	bakushou!! ai no gekijou	Board
FC	bakushou!! jinsei gekijou	Simulation
FC	bakushou!! jinsei gekijou 2	Board
FC	bakushou!! jinsei gekijou 3	Board
FC	ball'n'flag	Puzzle
FC	ballblazer	Sports
FC	balloon fight	Platform
FC	baltron	Shoot'em Up
FC	banana	Strategy
FC	bananan ouji no daibouken	Adventure
FC	banana prince	Adventure
FC	bandai golf - challenge pebble beach	Sports
FC	bandit kings of ancient china	Strategy
FC	bao xiao san guo	Strategy
FC	barbie	Platform
FC	barcode world	Strategy
FC	bard's tale ii, the - the destiny knight	Role-playing (RPG)
FC	bard's tale, the	Role-playing (RPG)
FC	bard's tale, the - tales of the unknown	Role-playing (RPG)
FC	barker bill's trick shooting	Shooter
FC	baseball	Sports
FC	baseball fighter	Sports
FC	baseball simulator 1.000	Sports
FC	baseball star - mezase sankanou!!	Sports
FC	baseball stars	Sports
FC	bases loaded	Sports
FC	baseball stars ii	Sports
FC	bases loaded 3	Sports
FC	bases loaded ii - second season	Sports
FC	bases loaded 4	Sports
FC	bashi bazook - morphoid masher	Adventure
FC	batman - return of the joker	Platform
FC	batman	Platform
FC	batman - the video game	Platform
FC	basse def adventures	Platform
FC	batman iii	Beat'em Up
FC	batman returns	Beat'em Up
FC	batsu & terry - makyou no tetsujin race	Platform
FC	battle baseball	Sports
FC	battle chess	Board
FC	battle fleet	Strategy
FC	battle kid - fortress of peril	Platform
FC	battle formula	Racing
FC	battle kid 2 - mountain of torment	Platform
FC	battle of olympus, the	Adventure
FC	battle stadium - senbatsu pro yakyuu	Sports
FC	battle storm	Strategy
FC	battlecity	Shooter
FC	battleship	Strategy
FC	battletoads	Beat'em Up
FC	battletoads-double dragon	Beat'em Up
FC	bb car	Racing
FC	be-bop-highschool - koukousei gokuraku densetsu	Adventure
FC	beauty and the beast	Platform
FC	bee 52	Shooter
FC	beer slinger	Action
FC	beetlejuice	Platform
FC	best keiba - derby stallion	Sports with Animals
FC	best of the best - championship karate	Sports
FC	best play pro yakyuu	Sports
FC	best play pro yakyuu '90	Sports
FC	best play pro yakyuu ii	Sports
FC	best play pro yakyuu special	Sports
FC	bible adventures	Platform
FC	bible buffet	Casual Game
FC	big city sliding blaster	Puzzle
FC	big nose and the witchdoctor	Adventure
FC	big nose freaks out	Platform
FC	big nose the caveman	Adventure
FC	bigfoot	Racing
FC	bikkuriman world - gekitou sei senshi	Role-playing (RPG)
FC	bikkuri nekketsu shin kiroku! - harukanaru kin medal	Sports
FC	bill & ted's excellent video game adventure	Adventure
FC	bill elliott's nascar challenge	Racing
FC	binary land	Strategy
FC	bingo	Gambling
FC	bingo 75	Gambling
FC	binguo 75	Gambling
FC	bio force ape	Platform
FC	bio miracle bokutte upa	Platform
FC	bio senshi dan - increaser tono tatakai	Adventure
FC	bionic commando	Platform
FC	bird week	Adventure
FC	black bass ii, the	Hunting and Fishing
FC	black bass, the	Hunting and Fishing
FC	blackjack	Gambling
FC	blade buster	Shoot'em Up
FC	blades of steel	Sports
FC	blaster master	Platform
FC	block out	Puzzle
FC	blodia land - puzzle quest	Puzzle
FC	bloody warriors - shan-go no gyakushuu	Role-playing (RPG)
FC	bloque magico, el	Puzzle
FC	blow'em out	Action
FC	blow'em out!	Action
FC	blue marlin, the	Hunting and Fishing
FC	blue shadow	Platform
FC	blues brothers, the	Platform
FC	bmx simulator	Sports
FC	bo jackson baseball	Sports
FC	bobl	Platform
FC	bokosuka wars	Strategy
FC	bomb sweeper	Puzzle
FC	bomber king	Shooter
FC	bomberman	Puzzle
FC	bomberman ii	Action
FC	bonk's adventure	Platform
FC	boogerman	Platform
FC	booby kids	Adventure
FC	booky man	Action
FC	boulder dash	Puzzle
FC	bootee	Platform
FC	bowling	Sports
FC	bram stoker's dracula	Platform
FC	break time - the national pool tour	Sports
FC	box boy	Platform
FC	breakthru	Shoot'em Up
